NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
50;Resolución aprobatoria;1;Resol. aprobatoria
42;Propuesta Definitiva de Resolución Favorable;0;Prop. Defin. Resol. Favorable
40;Propuesta Provisional de Resolución Favorable;0;Prop. Provis. Resol. Favorable
30;Evaluación de solicitud;0;Eval. sol.
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
